dataset,doc_id,sent_id,this_sent,last_sent,this_sent_tokens,last_sent_tokens,act_idx,obj_idxs,act_type,related_acts,action_annotations,group,label_correctness,error_type,sub_error_type,comment
wikihow,66,28,You could also use insect screening over the vents or you have a chimney cap installed,Attic vents and chimneys should be covered with 14-inch (635-mm) grid screening,"['You', 'could', 'also', 'use', 'insect', 'screening', 'over', 'the', 'vents', 'or', 'you', 'have', 'a', 'chimney', 'cap', 'installed']","['Attic', 'vents', 'and', 'chimneys', 'should', 'be', 'covered', 'with', '14-inch', '(635-mm)', 'grid', 'screening']",15,"[[16, 17], []]",3,[27],"use (insect,screening)",B,0,extra arguments,unnecessary head word,
wikihow,66,28,You could also use insect screening over the vents or you have a chimney cap installed,Attic vents and chimneys should be covered with 14-inch (635-mm) grid screening,"['You', 'could', 'also', 'use', 'insect', 'screening', 'over', 'the', 'vents', 'or', 'you', 'have', 'a', 'chimney', 'cap', 'installed']","['Attic', 'vents', 'and', 'chimneys', 'should', 'be', 'covered', 'with', '14-inch', '(635-mm)', 'grid', 'screening']",27,"[[25, 26], []]",3,[15],"installed (chimney,cap)",B,0,extra arguments,unnecessary head word,
wikihow,66,29,Repair any holes in deck lattices window screens or door screens,You could also use insect screening over the vents or you have a chimney cap installed,"['Repair', 'any', 'holes', 'in', 'deck', 'lattices', 'window', 'screens', 'or', 'door', 'screens']","['You', 'could', 'also', 'use', 'insect', 'screening', 'over', 'the', 'vents', 'or', 'you', 'have', 'a', 'chimney', 'cap', 'installed']",16,"[[18], []]",1,[],Repair (holes),B,1,,,
wikihow,66,30,If you live in a mobile home cover the open space below the home with wire cloth,Repair any holes in deck lattices window screens or door screens,"['If', 'you', 'live', 'in', 'a', 'mobile', 'home', 'cover', 'the', 'open', 'space', 'below', 'the', 'home', 'with', 'wire', 'cloth']","['Repair', 'any', 'holes', 'in', 'deck', 'lattices', 'window', 'screens', 'or', 'door', 'screens']",18,"[[20, 21], []]",2,[],"cover (open,space)",B,0,extra arguments,unnecessary head word,
wikihow,66,32,Cement block and wood lattice can also be used,Make sure that the barrier extends from the ground all the way up to the bottom of the trailer,"['Cement', 'block', 'and', 'wood', 'lattice', 'can', 'also', 'be', 'used']","['Make', 'sure', 'that', 'the', 'barrier', 'extends', 'from', 'the', 'ground', 'all', 'the', 'way', 'up', 'to', 'the', 'bottom', 'of', 'the', 'trailer']",27,"[[19, 20, 22, 23], []]",1,[],"used (Cement,block,wood,lattice)",B,0,extra arguments,unnecessary head word,
wikihow,66,33,Lock or cover pet doors at night,Cement block and wood lattice can also be used,"['Lock', 'or', 'cover', 'pet', 'doors', 'at', 'night']","['Cement', 'block', 'and', 'wood', 'lattice', 'can', 'also', 'be', 'used']",9,"[[12, 13], []]",3,[11],"Lock (pet,doors)",B,0,extra arguments,unnecessary head word,
wikihow,66,33,Lock or cover pet doors at night,Cement block and wood lattice can also be used,"['Lock', 'or', 'cover', 'pet', 'doors', 'at', 'night']","['Cement', 'block', 'and', 'wood', 'lattice', 'can', 'also', 'be', 'used']",11,"[[12, 13], []]",3,[9],"cover (pet,doors)",B,0,extra arguments,unnecessary head word,
wikihow,106,0,Make sure all lights are turned off in your office at the end of the day,,"['Make', 'sure', 'all', 'lights', 'are', 'turned', 'off', 'in', 'your', 'office', 'at', 'the', 'end', 'of', 'the', 'day']",[],5,"[[3], []]",1,[],turned (lights),B,1,,,
wikihow,106,1,To conserve electricity create an office policy to ensure all the lights in your office are turned off including lights in bathrooms kitchen areas and meeting rooms,Make sure all lights are turned off in your office at the end of the day,"['To', 'conserve', 'electricity', 'create', 'an', 'office', 'policy', 'to', 'ensure', 'all', 'the', 'lights', 'in', 'your', 'office', 'are', 'turned', 'off', 'including', 'lights', 'in', 'bathrooms', 'kitchen', 'areas', 'and', 'meeting', 'rooms']","['Make', 'sure', 'all', 'lights', 'are', 'turned', 'off', 'in', 'your', 'office', 'at', 'the', 'end', 'of', 'the', 'day']",19,"[[21, 22], []]",1,[],"create (office,policy)",B,0,"extra arguments, missing action",unnecessary head word,
wikihow,106,2,You should also tell your employees to switch off lights in a room if they are going to be out of there for longer than a few minutes at a time,To conserve electricity create an office policy to ensure all the lights in your office are turned off including lights in bathrooms kitchen areas and meeting rooms,"['You', 'should', 'also', 'tell', 'your', 'employees', 'to', 'switch', 'off', 'lights', 'in', 'a', 'room', 'if', 'they', 'are', 'going', 'to', 'be', 'out', 'of', 'there', 'for', 'longer', 'than', 'a', 'few', 'minutes', 'at', 'a', 'time']","['To', 'conserve', 'electricity', 'create', 'an', 'office', 'policy', 'to', 'ensure', 'all', 'the', 'lights', 'in', 'your', 'office', 'are', 'turned', 'off', 'including', 'lights', 'in', 'bathrooms', 'kitchen', 'areas', 'and', 'meeting', 'rooms']",30,"[[32], []]",1,[],tell (employees),B,1,,,
wikihow,106,2,You should also tell your employees to switch off lights in a room if they are going to be out of there for longer than a few minutes at a time,To conserve electricity create an office policy to ensure all the lights in your office are turned off including lights in bathrooms kitchen areas and meeting rooms,"['You', 'should', 'also', 'tell', 'your', 'employees', 'to', 'switch', 'off', 'lights', 'in', 'a', 'room', 'if', 'they', 'are', 'going', 'to', 'be', 'out', 'of', 'there', 'for', 'longer', 'than', 'a', 'few', 'minutes', 'at', 'a', 'time']","['To', 'conserve', 'electricity', 'create', 'an', 'office', 'policy', 'to', 'ensure', 'all', 'the', 'lights', 'in', 'your', 'office', 'are', 'turned', 'off', 'including', 'lights', 'in', 'bathrooms', 'kitchen', 'areas', 'and', 'meeting', 'rooms']",34,"[[36], []]",1,[],switch (lights),B,1,,,
wikihow,106,3,During the day maximize natural daylight by using natural light instead of overhead or fluorescent lights,You should also tell your employees to switch off lights in a room if they are going to be out of there for longer than a few minutes at a time,"['During', 'the', 'day', 'maximize', 'natural', 'daylight', 'by', 'using', 'natural', 'light', 'instead', 'of', 'overhead', 'or', 'fluorescent', 'lights']","['You', 'should', 'also', 'tell', 'your', 'employees', 'to', 'switch', 'off', 'lights', 'in', 'a', 'room', 'if', 'they', 'are', 'going', 'to', 'be', 'out', 'of', 'there', 'for', 'longer', 'than', 'a', 'few', 'minutes', 'at', 'a', 'time']",34,"[[36], []]",1,[],maximize (daylight),B,1,,,
wikihow,106,3,During the day maximize natural daylight by using natural light instead of overhead or fluorescent lights,You should also tell your employees to switch off lights in a room if they are going to be out of there for longer than a few minutes at a time,"['During', 'the', 'day', 'maximize', 'natural', 'daylight', 'by', 'using', 'natural', 'light', 'instead', 'of', 'overhead', 'or', 'fluorescent', 'lights']","['You', 'should', 'also', 'tell', 'your', 'employees', 'to', 'switch', 'off', 'lights', 'in', 'a', 'room', 'if', 'they', 'are', 'going', 'to', 'be', 'out', 'of', 'there', 'for', 'longer', 'than', 'a', 'few', 'minutes', 'at', 'a', 'time']",38,"[[39, 40], []]",1,[],"using (natural,light)",B,0,extra arguments,unnecessary head word,
wikihow,106,5,Consider areas in the office where there is excessive lighting or lights that are turned on in rooms that are barely used,Turning off one fluorescent light for an hour a day can save 30 kg of carbon dioxide emissions per year,"['Consider', 'areas', 'in', 'the', 'office', 'where', 'there', 'is', 'excessive', 'lighting', 'or', 'lights', 'that', 'are', 'turned', 'on', 'in', 'rooms', 'that', 'are', 'barely', 'used']","['Turning', 'off', 'one', 'fluorescent', 'light', 'for', 'an', 'hour', 'a', 'day', 'can', 'save', '30', 'kg', 'of', 'carbon', 'dioxide', 'emissions', 'per', 'year']",20,"[[21], []]",1,[],Consider (areas),B,1,,,
wikihow,106,7,As well switch the light bulbs to energy-saving bulbs such as compact fluorescent (CFL) or LED bulbs to save more energy,Remove these lights or suggest not using lights if daylight is enough,"['As', 'well', 'switch', 'the', 'light', 'bulbs', 'to', 'energy-saving', 'bulbs', 'such', 'as', 'compact', 'fluorescent', '(CFL)', 'or', 'LED', 'bulbs', 'to', 'save', 'more', 'energy']","['Remove', 'these', 'lights', 'or', 'suggest', 'not', 'using', 'lights', 'if', 'daylight', 'is', 'enough']",14,"[[16, 17, 19, 20], []]",1,[],"switch (light,bulbs,energy-saving,bulbs)",B,0,extra arguments,unnecessary head word,
wikihow,106,7,As well switch the light bulbs to energy-saving bulbs such as compact fluorescent (CFL) or LED bulbs to save more energy,Remove these lights or suggest not using lights if daylight is enough,"['As', 'well', 'switch', 'the', 'light', 'bulbs', 'to', 'energy-saving', 'bulbs', 'such', 'as', 'compact', 'fluorescent', '(CFL)', 'or', 'LED', 'bulbs', 'to', 'save', 'more', 'energy']","['Remove', 'these', 'lights', 'or', 'suggest', 'not', 'using', 'lights', 'if', 'daylight', 'is', 'enough']",30,"[[32], []]",1,[],save (energy),B,1,,,
wikihow,106,8,Install weather strips on doors and around windows,As well switch the light bulbs to energy-saving bulbs such as compact fluorescent (CFL) or LED bulbs to save more energy,"['Install', 'weather', 'strips', 'on', 'doors', 'and', 'around', 'windows']","['As', 'well', 'switch', 'the', 'light', 'bulbs', 'to', 'energy-saving', 'bulbs', 'such', 'as', 'compact', 'fluorescent', '(CFL)', 'or', 'LED', 'bulbs', 'to', 'save', 'more', 'energy']",21,"[[22, 23], []]",1,[],"Install (weather,strips)",B,0,extra arguments,unnecessary head word,
wikihow,106,10,You can also prevent drafts in the office by keeping the front doors of the office closed and making sure the door shuts firmly behind someone as they leave so heat or air does not escape to the outside,This will prevent air from escaping your office when the air conditioner or heater is running which can be especially important for offices located in regions of the country that experience extreme temperatures,"['You', 'can', 'also', 'prevent', 'drafts', 'in', 'the', 'office', 'by', 'keeping', 'the', 'front', 'doors', 'of', 'the', 'office', 'closed', 'and', 'making', 'sure', 'the', 'door', 'shuts', 'firmly', 'behind', 'someone', 'as', 'they', 'leave', 'so', 'heat', 'or', 'air', 'does', 'not', 'escape', 'to', 'the', 'outside']","['This', 'will', 'prevent', 'air', 'from', 'escaping', 'your', 'office', 'when', 'the', 'air', 'conditioner', 'or', 'heater', 'is', 'running', 'which', 'can', 'be', 'especially', 'important', 'for', 'offices', 'located', 'in', 'regions', 'of', 'the', 'country', 'that', 'experience', 'extreme', 'temperatures']",36,"[[37], []]",1,[],prevent (drafts),B,1,,,
wikihow,106,10,You can also prevent drafts in the office by keeping the front doors of the office closed and making sure the door shuts firmly behind someone as they leave so heat or air does not escape to the outside,This will prevent air from escaping your office when the air conditioner or heater is running which can be especially important for offices located in regions of the country that experience extreme temperatures,"['You', 'can', 'also', 'prevent', 'drafts', 'in', 'the', 'office', 'by', 'keeping', 'the', 'front', 'doors', 'of', 'the', 'office', 'closed', 'and', 'making', 'sure', 'the', 'door', 'shuts', 'firmly', 'behind', 'someone', 'as', 'they', 'leave', 'so', 'heat', 'or', 'air', 'does', 'not', 'escape', 'to', 'the', 'outside']","['This', 'will', 'prevent', 'air', 'from', 'escaping', 'your', 'office', 'when', 'the', 'air', 'conditioner', 'or', 'heater', 'is', 'running', 'which', 'can', 'be', 'especially', 'important', 'for', 'offices', 'located', 'in', 'regions', 'of', 'the', 'country', 'that', 'experience', 'extreme', 'temperatures']",49,"[[44, 45, 48], []]",1,[],"closed (front,doors,office)",B,0,extra arguments,unnecessary head word,
wikihow,106,10,You can also prevent drafts in the office by keeping the front doors of the office closed and making sure the door shuts firmly behind someone as they leave so heat or air does not escape to the outside,This will prevent air from escaping your office when the air conditioner or heater is running which can be especially important for offices located in regions of the country that experience extreme temperatures,"['You', 'can', 'also', 'prevent', 'drafts', 'in', 'the', 'office', 'by', 'keeping', 'the', 'front', 'doors', 'of', 'the', 'office', 'closed', 'and', 'making', 'sure', 'the', 'door', 'shuts', 'firmly', 'behind', 'someone', 'as', 'they', 'leave', 'so', 'heat', 'or', 'air', 'does', 'not', 'escape', 'to', 'the', 'outside']","['This', 'will', 'prevent', 'air', 'from', 'escaping', 'your', 'office', 'when', 'the', 'air', 'conditioner', 'or', 'heater', 'is', 'running', 'which', 'can', 'be', 'especially', 'important', 'for', 'offices', 'located', 'in', 'regions', 'of', 'the', 'country', 'that', 'experience', 'extreme', 'temperatures']",55,"[[54], []]",1,[],shuts (door),B,1,,,
wikihow,106,11,You should also clean and repair your office's heating venting and air conditioning (HVAC) system on a routine basis or hire a repairman to come at least once a month,You can also prevent drafts in the office by keeping the front doors of the office closed and making sure the door shuts firmly behind someone as they leave so heat or air does not escape to the outside,"['You', 'should', 'also', 'clean', 'and', 'repair', 'your', ""office's"", 'heating', 'venting', 'and', 'air', 'conditioning', '(HVAC)', 'system', 'on', 'a', 'routine', 'basis', 'or', 'hire', 'a', 'repairman', 'to', 'come', 'at', 'least', 'once', 'a', 'month']","['You', 'can', 'also', 'prevent', 'drafts', 'in', 'the', 'office', 'by', 'keeping', 'the', 'front', 'doors', 'of', 'the', 'office', 'closed', 'and', 'making', 'sure', 'the', 'door', 'shuts', 'firmly', 'behind', 'someone', 'as', 'they', 'leave', 'so', 'heat', 'or', 'air', 'does', 'not', 'escape', 'to', 'the', 'outside']",42,"[[47, 48, 50, 51, 53], []]",1,[],"clean (heating,venting,air,conditioning,system)",B,0,extra arguments,unnecessary head word,
wikihow,106,11,You should also clean and repair your office's heating venting and air conditioning (HVAC) system on a routine basis or hire a repairman to come at least once a month,You can also prevent drafts in the office by keeping the front doors of the office closed and making sure the door shuts firmly behind someone as they leave so heat or air does not escape to the outside,"['You', 'should', 'also', 'clean', 'and', 'repair', 'your', ""office's"", 'heating', 'venting', 'and', 'air', 'conditioning', '(HVAC)', 'system', 'on', 'a', 'routine', 'basis', 'or', 'hire', 'a', 'repairman', 'to', 'come', 'at', 'least', 'once', 'a', 'month']","['You', 'can', 'also', 'prevent', 'drafts', 'in', 'the', 'office', 'by', 'keeping', 'the', 'front', 'doors', 'of', 'the', 'office', 'closed', 'and', 'making', 'sure', 'the', 'door', 'shuts', 'firmly', 'behind', 'someone', 'as', 'they', 'leave', 'so', 'heat', 'or', 'air', 'does', 'not', 'escape', 'to', 'the', 'outside']",44,"[[47, 48, 50, 51, 53], []]",1,[],"repair (heating,venting,air,conditioning,system)",B,0,extra arguments,unnecessary head word,
wikihow,106,13,Make sure all air vents are clear of paper files and other office supplies,A clean and working HVAC system will help reduce your energy bills and make it easier for your office’s HVAC system to cool or heat your office,"['Make', 'sure', 'all', 'air', 'vents', 'are', 'clear', 'of', 'paper', 'files', 'and', 'other', 'office', 'supplies']","['A', 'clean', 'and', 'working', 'HVAC', 'system', 'will', 'help', 'reduce', 'your', 'energy', 'bills', 'and', 'make', 'it', 'easier', 'for', 'your', 'office’s', 'HVAC', 'system', 'to', 'cool', 'or', 'heat', 'your', 'office']",33,"[[30, 31], []]",1,[],"clear (air,vents)",B,0,extra arguments,unnecessary head word,
wikihow,106,15,Modify the temperature in the office based on the season,Blocked air vents means your HVAC system has to work harder and use more energy to circulate cold or warm air in the office,"['Modify', 'the', 'temperature', 'in', 'the', 'office', 'based', 'on', 'the', 'season']","['Blocked', 'air', 'vents', 'means', 'your', 'HVAC', 'system', 'has', 'to', 'work', 'harder', 'and', 'use', 'more', 'energy', 'to', 'circulate', 'cold', 'or', 'warm', 'air', 'in', 'the', 'office']",24,"[[26], []]",1,[],Modify (temperature),B,1,,,
wikihow,106,16,Conserve your heat energy by setting the thermostat in the office at different temperatures in the winter and in the summer,Modify the temperature in the office based on the season,"['Conserve', 'your', 'heat', 'energy', 'by', 'setting', 'the', 'thermostat', 'in', 'the', 'office', 'at', 'different', 'temperatures', 'in', 'the', 'winter', 'and', 'in', 'the', 'summer']","['Modify', 'the', 'temperature', 'in', 'the', 'office', 'based', 'on', 'the', 'season']",10,"[[12, 13], []]",1,[],"Conserve (heat,energy)",B,0,extra arguments,unnecessary head word,
wikihow,106,16,Conserve your heat energy by setting the thermostat in the office at different temperatures in the winter and in the summer,Modify the temperature in the office based on the season,"['Conserve', 'your', 'heat', 'energy', 'by', 'setting', 'the', 'thermostat', 'in', 'the', 'office', 'at', 'different', 'temperatures', 'in', 'the', 'winter', 'and', 'in', 'the', 'summer']","['Modify', 'the', 'temperature', 'in', 'the', 'office', 'based', 'on', 'the', 'season']",15,"[[17], []]",1,[],setting (thermostat),B,1,,,
wikihow,106,17,In the winter set the thermostat at 68 degrees or less during the day and at 55 degrees at night when no one is in the office,Conserve your heat energy by setting the thermostat in the office at different temperatures in the winter and in the summer,"['In', 'the', 'winter', 'set', 'the', 'thermostat', 'at', '68', 'degrees', 'or', 'less', 'during', 'the', 'day', 'and', 'at', '55', 'degrees', 'at', 'night', 'when', 'no', 'one', 'is', 'in', 'the', 'office']","['Conserve', 'your', 'heat', 'energy', 'by', 'setting', 'the', 'thermostat', 'in', 'the', 'office', 'at', 'different', 'temperatures', 'in', 'the', 'winter', 'and', 'in', 'the', 'summer']",24,"[[26], []]",1,[],set (thermostat),B,1,,,
wikihow,106,18,In the summer setting the thermostat at 78 degrees or more will also help to reduce energy use in the office,In the winter set the thermostat at 68 degrees or less during the day and at 55 degrees at night when no one is in the office,"['In', 'the', 'summer', 'setting', 'the', 'thermostat', 'at', '78', 'degrees', 'or', 'more', 'will', 'also', 'help', 'to', 'reduce', 'energy', 'use', 'in', 'the', 'office']","['In', 'the', 'winter', 'set', 'the', 'thermostat', 'at', '68', 'degrees', 'or', 'less', 'during', 'the', 'day', 'and', 'at', '55', 'degrees', 'at', 'night', 'when', 'no', 'one', 'is', 'in', 'the', 'office']",30,"[[32], []]",1,[],setting (thermostat),B,1,,,
wikihow,106,19,During the winter keep shades and blinds open in the office during a sunny day,In the summer setting the thermostat at 78 degrees or more will also help to reduce energy use in the office,"['During', 'the', 'winter', 'keep', 'shades', 'and', 'blinds', 'open', 'in', 'the', 'office', 'during', 'a', 'sunny', 'day']","['In', 'the', 'summer', 'setting', 'the', 'thermostat', 'at', '78', 'degrees', 'or', 'more', 'will', 'also', 'help', 'to', 'reduce', 'energy', 'use', 'in', 'the', 'office']",28,"[[25, 27], []]",1,[],"open (shades,blinds)",B,1,,,
wikihow,106,21,Close the blinds at night to reduce the amount of heat lost via the windows,This will heat the room naturally,"['Close', 'the', 'blinds', 'at', 'night', 'to', 'reduce', 'the', 'amount', 'of', 'heat', 'lost', 'via', 'the', 'windows']","['This', 'will', 'heat', 'the', 'room', 'naturally']",6,"[[8], []]",1,[],Close (blinds),B,1,,,
wikihow,106,21,Close the blinds at night to reduce the amount of heat lost via the windows,This will heat the room naturally,"['Close', 'the', 'blinds', 'at', 'night', 'to', 'reduce', 'the', 'amount', 'of', 'heat', 'lost', 'via', 'the', 'windows']","['This', 'will', 'heat', 'the', 'room', 'naturally']",12,"[[16, 17], []]",1,[],"reduce (heat,lost)",B,0,extra arguments,unnecessary head word,
wikihow,106,22,In the summer keep shades and blinds closed to avoid overheating the room,Close the blinds at night to reduce the amount of heat lost via the windows,"['In', 'the', 'summer', 'keep', 'shades', 'and', 'blinds', 'closed', 'to', 'avoid', 'overheating', 'the', 'room']","['Close', 'the', 'blinds', 'at', 'night', 'to', 'reduce', 'the', 'amount', 'of', 'heat', 'lost', 'via', 'the', 'windows']",22,"[[19, 21], []]",1,[],"closed (shades,blinds)",B,1,,,
wikihow,107,0,Remove the old finish if desired,,"['Remove', 'the', 'old', 'finish', 'if', 'desired']",[],0,"[[2, 3], []]",2,[],"Remove (old,finish)",B,0,extra arguments,unnecessary head word,
wikihow,107,1,You can apply varnish over an already-painted surface to preserve it or you can apply it to a raw unpainted surface,Remove the old finish if desired,"['You', 'can', 'apply', 'varnish', 'over', 'an', 'already-painted', 'surface', 'to', 'preserve', 'it', 'or', 'you', 'can', 'apply', 'it', 'to', 'a', 'raw', 'unpainted', 'surface']","['Remove', 'the', 'old', 'finish', 'if', 'desired']",8,"[[9, 13], []]",3,[20],"apply (varnish,surface)",B,0,extra arguments,preposition arguments,
wikihow,107,1,You can apply varnish over an already-painted surface to preserve it or you can apply it to a raw unpainted surface,Remove the old finish if desired,"['You', 'can', 'apply', 'varnish', 'over', 'an', 'already-painted', 'surface', 'to', 'preserve', 'it', 'or', 'you', 'can', 'apply', 'it', 'to', 'a', 'raw', 'unpainted', 'surface']","['Remove', 'the', 'old', 'finish', 'if', 'desired']",15,"[[3], []]",2,[],preserve (finish),B,1,,,
wikihow,107,1,You can apply varnish over an already-painted surface to preserve it or you can apply it to a raw unpainted surface,Remove the old finish if desired,"['You', 'can', 'apply', 'varnish', 'over', 'an', 'already-painted', 'surface', 'to', 'preserve', 'it', 'or', 'you', 'can', 'apply', 'it', 'to', 'a', 'raw', 'unpainted', 'surface']","['Remove', 'the', 'old', 'finish', 'if', 'desired']",20,"[[3, 25, 26], []]",3,[8],"apply (finish,unpainted,surface)",B,0,extra arguments,"unnecessary head word, preposition arguments",
wikihow,107,3,If your wooden furniture has never been painted or varnished or if you wish to preserve the original paint then you can proceed to Step 5,There are various ways to remove old finishes including using paint stripper and sanding,"['If', 'your', 'wooden', 'furniture', 'has', 'never', 'been', 'painted', 'or', 'varnished', 'or', 'if', 'you', 'wish', 'to', 'preserve', 'the', 'original', 'paint', 'then', 'you', 'can', 'proceed', 'to', 'Step', '5']","['There', 'are', 'various', 'ways', 'to', 'remove', 'old', 'finishes', 'including', 'using', 'paint', 'stripper', 'and', 'sanding']",36,"[[38, 39], []]",2,[],"proceed (Step,5)",B,0,extra arguments,unnecessary head word,
wikihow,107,4,Consider removing old finishes with a paint stripper,If your wooden furniture has never been painted or varnished or if you wish to preserve the original paint then you can proceed to Step 5,"['Consider', 'removing', 'old', 'finishes', 'with', 'a', 'paint', 'stripper']","['If', 'your', 'wooden', 'furniture', 'has', 'never', 'been', 'painted', 'or', 'varnished', 'or', 'if', 'you', 'wish', 'to', 'preserve', 'the', 'original', 'paint', 'then', 'you', 'can', 'proceed', 'to', 'Step', '5']",27,"[[28, 29, 32, 33], []]",1,[],"removing (old,finishes,paint,stripper)",B,0,extra arguments,"unnecessary head word, preposition arguments",
wikihow,107,5,Remove old paints and finishes by applying a paint stripping solution to the wood with a paintbrush,Consider removing old finishes with a paint stripper,"['Remove', 'old', 'paints', 'and', 'finishes', 'by', 'applying', 'a', 'paint', 'stripping', 'solution', 'to', 'the', 'wood', 'with', 'a', 'paintbrush']","['Consider', 'removing', 'old', 'finishes', 'with', 'a', 'paint', 'stripper']",8,"[[9, 10, 12], []]",1,[],"Remove (old,paints,finishes)",B,0,extra arguments,unnecessary head word,
wikihow,107,5,Remove old paints and finishes by applying a paint stripping solution to the wood with a paintbrush,Consider removing old finishes with a paint stripper,"['Remove', 'old', 'paints', 'and', 'finishes', 'by', 'applying', 'a', 'paint', 'stripping', 'solution', 'to', 'the', 'wood', 'with', 'a', 'paintbrush']","['Consider', 'removing', 'old', 'finishes', 'with', 'a', 'paint', 'stripper']",14,"[[16, 17, 18, 21], []]",1,[],"applying (paint,stripping,solution,wood)",B,0,extra arguments,"unnecessary head word, preposition arguments",
wikihow,107,6,Leave the solution on the wood according to the manufacturer's directions then scrape it off using a putty knife with rounded corners,Remove old paints and finishes by applying a paint stripping solution to the wood with a paintbrush,"['Leave', 'the', 'solution', 'on', 'the', 'wood', 'according', 'to', 'the', ""manufacturer's"", 'directions', 'then', 'scrape', 'it', 'off', 'using', 'a', 'putty', 'knife', 'with', 'rounded', 'corners']","['Remove', 'old', 'paints', 'and', 'finishes', 'by', 'applying', 'a', 'paint', 'stripping', 'solution', 'to', 'the', 'wood', 'with', 'a', 'paintbrush']",17,"[[19], []]",1,[],Leave (solution),B,1,,,
wikihow,107,6,Leave the solution on the wood according to the manufacturer's directions then scrape it off using a putty knife with rounded corners,Remove old paints and finishes by applying a paint stripping solution to the wood with a paintbrush,"['Leave', 'the', 'solution', 'on', 'the', 'wood', 'according', 'to', 'the', ""manufacturer's"", 'directions', 'then', 'scrape', 'it', 'off', 'using', 'a', 'putty', 'knife', 'with', 'rounded', 'corners']","['Remove', 'old', 'paints', 'and', 'finishes', 'by', 'applying', 'a', 'paint', 'stripping', 'solution', 'to', 'the', 'wood', 'with', 'a', 'paintbrush']",29,"[[30], []]",1,[],scrape (it),B,0,pronoun resolution error,,
wikihow,107,6,Leave the solution on the wood according to the manufacturer's directions then scrape it off using a putty knife with rounded corners,Remove old paints and finishes by applying a paint stripping solution to the wood with a paintbrush,"['Leave', 'the', 'solution', 'on', 'the', 'wood', 'according', 'to', 'the', ""manufacturer's"", 'directions', 'then', 'scrape', 'it', 'off', 'using', 'a', 'putty', 'knife', 'with', 'rounded', 'corners']","['Remove', 'old', 'paints', 'and', 'finishes', 'by', 'applying', 'a', 'paint', 'stripping', 'solution', 'to', 'the', 'wood', 'with', 'a', 'paintbrush']",32,"[[34, 35], []]",1,[],"using (putty,knife)",B,0,extra arguments,unnecessary head word,
wikihow,107,8,Be sure to remove any paint stripper residue,Do not allow the paint stripper to dry,"['Be', 'sure', 'to', 'remove', 'any', 'paint', 'stripper', 'residue']","['Do', 'not', 'allow', 'the', 'paint', 'stripper', 'to', 'dry']",11,"[[13, 14, 15], []]",1,[],"remove (paint,stripper,residue)",B,0,extra arguments,unnecessary head word,
wikihow,107,9,How you remove the residue will depend on the type of paint stripper you buy but most strippers will need to be removed with turpentine or water,Be sure to remove any paint stripper residue,"['How', 'you', 'remove', 'the', 'residue', 'will', 'depend', 'on', 'the', 'type', 'of', 'paint', 'stripper', 'you', 'buy', 'but', 'most', 'strippers', 'will', 'need', 'to', 'be', 'removed', 'with', 'turpentine', 'or', 'water']","['Be', 'sure', 'to', 'remove', 'any', 'paint', 'stripper', 'residue']",30,"[[25], []]",1,[],removed (strippers),B,1,,,
wikihow,107,10,Consider removing old finishes with sanding,How you remove the residue will depend on the type of paint stripper you buy but most strippers will need to be removed with turpentine or water,"['Consider', 'removing', 'old', 'finishes', 'with', 'sanding']","['How', 'you', 'remove', 'the', 'residue', 'will', 'depend', 'on', 'the', 'type', 'of', 'paint', 'stripper', 'you', 'buy', 'but', 'most', 'strippers', 'will', 'need', 'to', 'be', 'removed', 'with', 'turpentine', 'or', 'water']",28,"[[29, 30, 32], []]",1,[],"removing (old,finishes,sanding)",B,0,extra arguments,"unnecessary head word, preposition arguments",
wikihow,107,11,You can remove old finishes using sandpaper a sanding block or a handheld sander,Consider removing old finishes with sanding,"['You', 'can', 'remove', 'old', 'finishes', 'using', 'sandpaper', 'a', 'sanding', 'block', 'or', 'a', 'handheld', 'sander']","['Consider', 'removing', 'old', 'finishes', 'with', 'sanding']",8,"[[9, 10], []]",1,[],"remove (old,finishes)",B,0,extra arguments,unnecessary head word,
wikihow,107,11,You can remove old finishes using sandpaper a sanding block or a handheld sander,Consider removing old finishes with sanding,"['You', 'can', 'remove', 'old', 'finishes', 'using', 'sandpaper', 'a', 'sanding', 'block', 'or', 'a', 'handheld', 'sander']","['Consider', 'removing', 'old', 'finishes', 'with', 'sanding']",11,"[[12, 14, 15], [18, 19]]",1,[],"using (sandpaper,sanding,block); using (handheld,sander)",B,0,extra arguments,unnecessary head word,
wikihow,107,14,Start with a medium-grit sandpaper such as 150-grit and move up to a finer grit such as 180,Handheld sanders work best on flat surfaces such as table tops,"['Start', 'with', 'a', 'medium-grit', 'sandpaper', 'such', 'as', '150-grit', 'and', 'move', 'up', 'to', 'a', 'finer', 'grit', 'such', 'as', '180']","['Handheld', 'sanders', 'work', 'best', 'on', 'flat', 'surfaces', 'such', 'as', 'table', 'tops']",11,"[[14, 15], []]",1,[],"Start (medium-grit,sandpaper)",B,0,extra arguments,unnecessary head word,
