dataset,doc_id,sent_id,this_sent,last_sent,this_sent_tokens,last_sent_tokens,act_idx,obj_idxs,act_type,related_acts,action_annotations,group,label_correctness
wikihow,52,7,Drape an enchanting pattern over the back of the piece to give it a whole new decorative appeal,If you’re unhappy with the look of your loveseat or recliner but aren’t in a position to buy a new one some macrame accents may be just what you need to make you fall in love with your seating situation again,"['Drape', 'an', 'enchanting', 'pattern', 'over', 'the', 'back', 'of', 'the', 'piece', 'to', 'give', 'it', 'a', 'whole', 'new', 'decorative', 'appeal']","['If', 'you’re', 'unhappy', 'with', 'the', 'look', 'of', 'your', 'loveseat', 'or', 'recliner', 'but', 'aren’t', 'in', 'a', 'position', 'to', 'buy', 'a', 'new', 'one', 'some', 'macrame', 'accents', 'may', 'be', 'just', 'what', 'you', 'need', 'to', 'make', 'you', 'fall', 'in', 'love', 'with', 'your', 'seating', 'situation', 'again']",52,"[[50], []]",1,[],give (piece),A,0
wikihow,52,8,You could even resurface a worn out seat or foot stool with a new handmade finish,Drape an enchanting pattern over the back of the piece to give it a whole new decorative appeal,"['You', 'could', 'even', 'resurface', 'a', 'worn', 'out', 'seat', 'or', 'foot', 'stool', 'with', 'a', 'new', 'handmade', 'finish']","['Drape', 'an', 'enchanting', 'pattern', 'over', 'the', 'back', 'of', 'the', 'piece', 'to', 'give', 'it', 'a', 'whole', 'new', 'decorative', 'appeal']",21,"[[25], [27, 28]]",1,[],resurface (seat),A,0
wikihow,52,9,Make your own pillows and blankets,You could even resurface a worn out seat or foot stool with a new handmade finish,"['Make', 'your', 'own', 'pillows', 'and', 'blankets']","['You', 'could', 'even', 'resurface', 'a', 'worn', 'out', 'seat', 'or', 'foot', 'stool', 'with', 'a', 'new', 'handmade', 'finish']",16,"[[19, 21], []]",1,[],"Make (pillows,blankets)",A,0
wikihow,52,10,Top your sofa or favorite easy chair with an assortment of throw pillows you designed yourself,Make your own pillows and blankets,"['Top', 'your', 'sofa', 'or', 'favorite', 'easy', 'chair', 'with', 'an', 'assortment', 'of', 'throw', 'pillows', 'you', 'designed', 'yourself']","['Make', 'your', 'own', 'pillows', 'and', 'blankets']",6,"[[8], [12]]",1,[],Top (sofa),A,0
wikihow,52,11,Keep a cozy throw blanket or two handy for when you have company,Top your sofa or favorite easy chair with an assortment of throw pillows you designed yourself,"['Keep', 'a', 'cozy', 'throw', 'blanket', 'or', 'two', 'handy', 'for', 'when', 'you', 'have', 'company']","['Top', 'your', 'sofa', 'or', 'favorite', 'easy', 'chair', 'with', 'an', 'assortment', 'of', 'throw', 'pillows', 'you', 'designed', 'yourself']",16,"[[18, 19, 20], []]",1,[],"Keep (cozy,throw,blanket)",A,0
wikihow,52,12,Choose a softer fabric for your furniture accessories to ensure optimum comfort,Keep a cozy throw blanket or two handy for when you have company,"['Choose', 'a', 'softer', 'fabric', 'for', 'your', 'furniture', 'accessories', 'to', 'ensure', 'optimum', 'comfort']","['Keep', 'a', 'cozy', 'throw', 'blanket', 'or', 'two', 'handy', 'for', 'when', 'you', 'have', 'company']",13,"[[15, 16], []]",1,[],"Choose (softer,fabric)",A,0
wikihow,52,12,Choose a softer fabric for your furniture accessories to ensure optimum comfort,Keep a cozy throw blanket or two handy for when you have company,"['Choose', 'a', 'softer', 'fabric', 'for', 'your', 'furniture', 'accessories', 'to', 'ensure', 'optimum', 'comfort']","['Keep', 'a', 'cozy', 'throw', 'blanket', 'or', 'two', 'handy', 'for', 'when', 'you', 'have', 'company']",22,"[[23, 24], []]",1,[],"ensure (optimum,comfort)",A,0
wikihow,52,13,You can use ordinary macrame cord for these projects or draw on recycled materials like old t-shirts,Choose a softer fabric for your furniture accessories to ensure optimum comfort,"['You', 'can', 'use', 'ordinary', 'macrame', 'cord', 'for', 'these', 'projects', 'or', 'draw', 'on', 'recycled', 'materials', 'like', 'old', 't-shirts']","['Choose', 'a', 'softer', 'fabric', 'for', 'your', 'furniture', 'accessories', 'to', 'ensure', 'optimum', 'comfort']",14,"[[16, 17], []]",3,[22],"use (macrame,cord)",A,0
wikihow,52,13,You can use ordinary macrame cord for these projects or draw on recycled materials like old t-shirts,Choose a softer fabric for your furniture accessories to ensure optimum comfort,"['You', 'can', 'use', 'ordinary', 'macrame', 'cord', 'for', 'these', 'projects', 'or', 'draw', 'on', 'recycled', 'materials', 'like', 'old', 't-shirts']","['Choose', 'a', 'softer', 'fabric', 'for', 'your', 'furniture', 'accessories', 'to', 'ensure', 'optimum', 'comfort']",22,"[[-1], []]",3,[14],draw (t-shirts),A,0
wikihow,52,14,Create themed sets of blankets and pillows using different knotting patterns and color combinations,You can use ordinary macrame cord for these projects or draw on recycled materials like old t-shirts,"['Create', 'themed', 'sets', 'of', 'blankets', 'and', 'pillows', 'using', 'different', 'knotting', 'patterns', 'and', 'color', 'combinations']","['You', 'can', 'use', 'ordinary', 'macrame', 'cord', 'for', 'these', 'projects', 'or', 'draw', 'on', 'recycled', 'materials', 'like', 'old', 't-shirts']",17,"[[21, 23], []]",1,[],"Create (blankets,pillows)",A,0
wikihow,52,14,Create themed sets of blankets and pillows using different knotting patterns and color combinations,You can use ordinary macrame cord for these projects or draw on recycled materials like old t-shirts,"['Create', 'themed', 'sets', 'of', 'blankets', 'and', 'pillows', 'using', 'different', 'knotting', 'patterns', 'and', 'color', 'combinations']","['You', 'can', 'use', 'ordinary', 'macrame', 'cord', 'for', 'these', 'projects', 'or', 'draw', 'on', 'recycled', 'materials', 'like', 'old', 't-shirts']",24,"[[26, 27, 29, 30], []]",1,[],"using (knotting,patterns,color,combinations)",A,0
wikihow,52,15,Lay out a macrame table runner,Create themed sets of blankets and pillows using different knotting patterns and color combinations,"['Lay', 'out', 'a', 'macrame', 'table', 'runner']","['Create', 'themed', 'sets', 'of', 'blankets', 'and', 'pillows', 'using', 'different', 'knotting', 'patterns', 'and', 'color', 'combinations']",14,"[[17, 18, 19], []]",1,[],"Lay (macrame,table,runner)",A,0
wikihow,52,16,For long or spacious dining tables that look awfully empty use a knit runner to break up negative space,Lay out a macrame table runner,"['For', 'long', 'or', 'spacious', 'dining', 'tables', 'that', 'look', 'awfully', 'empty', 'use', 'a', 'knit', 'runner', 'to', 'break', 'up', 'negative', 'space']","['Lay', 'out', 'a', 'macrame', 'table', 'runner']",16,"[[18, 19], []]",1,[],"use (knit,runner)",A,0
wikihow,52,16,For long or spacious dining tables that look awfully empty use a knit runner to break up negative space,Lay out a macrame table runner,"['For', 'long', 'or', 'spacious', 'dining', 'tables', 'that', 'look', 'awfully', 'empty', 'use', 'a', 'knit', 'runner', 'to', 'break', 'up', 'negative', 'space']","['Lay', 'out', 'a', 'macrame', 'table', 'runner']",21,"[[23, 24], []]",1,[],"break (negative,space)",A,0
wikihow,52,17,You can then use the runner as a place to arrange flowers candles or a centerpiece while leaving the place settings free for serving home cooked meals,For long or spacious dining tables that look awfully empty use a knit runner to break up negative space,"['You', 'can', 'then', 'use', 'the', 'runner', 'as', 'a', 'place', 'to', 'arrange', 'flowers', 'candles', 'or', 'a', 'centerpiece', 'while', 'leaving', 'the', 'place', 'settings', 'free', 'for', 'serving', 'home', 'cooked', 'meals']","['For', 'long', 'or', 'spacious', 'dining', 'tables', 'that', 'look', 'awfully', 'empty', 'use', 'a', 'knit', 'runner', 'to', 'break', 'up', 'negative', 'space']",22,"[[24], []]",1,[],use (runner),A,0
wikihow,52,17,You can then use the runner as a place to arrange flowers candles or a centerpiece while leaving the place settings free for serving home cooked meals,For long or spacious dining tables that look awfully empty use a knit runner to break up negative space,"['You', 'can', 'then', 'use', 'the', 'runner', 'as', 'a', 'place', 'to', 'arrange', 'flowers', 'candles', 'or', 'a', 'centerpiece', 'while', 'leaving', 'the', 'place', 'settings', 'free', 'for', 'serving', 'home', 'cooked', 'meals']","['For', 'long', 'or', 'spacious', 'dining', 'tables', 'that', 'look', 'awfully', 'empty', 'use', 'a', 'knit', 'runner', 'to', 'break', 'up', 'negative', 'space']",29,"[[30], [34]]",1,[],arrange (flowers),A,0
wikihow,52,17,You can then use the runner as a place to arrange flowers candles or a centerpiece while leaving the place settings free for serving home cooked meals,For long or spacious dining tables that look awfully empty use a knit runner to break up negative space,"['You', 'can', 'then', 'use', 'the', 'runner', 'as', 'a', 'place', 'to', 'arrange', 'flowers', 'candles', 'or', 'a', 'centerpiece', 'while', 'leaving', 'the', 'place', 'settings', 'free', 'for', 'serving', 'home', 'cooked', 'meals']","['For', 'long', 'or', 'spacious', 'dining', 'tables', 'that', 'look', 'awfully', 'empty', 'use', 'a', 'knit', 'runner', 'to', 'break', 'up', 'negative', 'space']",36,"[[38], []]",1,[],leaving (place),A,0
wikihow,52,17,You can then use the runner as a place to arrange flowers candles or a centerpiece while leaving the place settings free for serving home cooked meals,For long or spacious dining tables that look awfully empty use a knit runner to break up negative space,"['You', 'can', 'then', 'use', 'the', 'runner', 'as', 'a', 'place', 'to', 'arrange', 'flowers', 'candles', 'or', 'a', 'centerpiece', 'while', 'leaving', 'the', 'place', 'settings', 'free', 'for', 'serving', 'home', 'cooked', 'meals']","['For', 'long', 'or', 'spacious', 'dining', 'tables', 'that', 'look', 'awfully', 'empty', 'use', 'a', 'knit', 'runner', 'to', 'break', 'up', 'negative', 'space']",42,"[[45], []]",1,[],serving (meals),A,0
wikihow,52,18,Leave a long fringe on both ends of the table runner for an elegant drape,You can then use the runner as a place to arrange flowers candles or a centerpiece while leaving the place settings free for serving home cooked meals,"['Leave', 'a', 'long', 'fringe', 'on', 'both', 'ends', 'of', 'the', 'table', 'runner', 'for', 'an', 'elegant', 'drape']","['You', 'can', 'then', 'use', 'the', 'runner', 'as', 'a', 'place', 'to', 'arrange', 'flowers', 'candles', 'or', 'a', 'centerpiece', 'while', 'leaving', 'the', 'place', 'settings', 'free', 'for', 'serving', 'home', 'cooked', 'meals']",27,"[[29, 30], []]",1,[],"Leave (long,fringe)",A,0
wikihow,52,19,Bring out your macrame table runner for springtime events or whenever you need to inject a little brightness and ornamentation into your dining area,Leave a long fringe on both ends of the table runner for an elegant drape,"['Bring', 'out', 'your', 'macrame', 'table', 'runner', 'for', 'springtime', 'events', 'or', 'whenever', 'you', 'need', 'to', 'inject', 'a', 'little', 'brightness', 'and', 'ornamentation', 'into', 'your', 'dining', 'area']","['Leave', 'a', 'long', 'fringe', 'on', 'both', 'ends', 'of', 'the', 'table', 'runner', 'for', 'an', 'elegant', 'drape']",15,"[[18, 19, 20], []]",1,[],"Bring (macrame,table,runner)",A,0
wikihow,52,19,Bring out your macrame table runner for springtime events or whenever you need to inject a little brightness and ornamentation into your dining area,Leave a long fringe on both ends of the table runner for an elegant drape,"['Bring', 'out', 'your', 'macrame', 'table', 'runner', 'for', 'springtime', 'events', 'or', 'whenever', 'you', 'need', 'to', 'inject', 'a', 'little', 'brightness', 'and', 'ornamentation', 'into', 'your', 'dining', 'area']","['Leave', 'a', 'long', 'fringe', 'on', 'both', 'ends', 'of', 'the', 'table', 'runner', 'for', 'an', 'elegant', 'drape']",29,"[[32, 34], []]",1,[],"inject (brightness,ornamentation)",A,0
wikihow,52,20,Outline a mirror or portrait,Bring out your macrame table runner for springtime events or whenever you need to inject a little brightness and ornamentation into your dining area,"['Outline', 'a', 'mirror', 'or', 'portrait']","['Bring', 'out', 'your', 'macrame', 'table', 'runner', 'for', 'springtime', 'events', 'or', 'whenever', 'you', 'need', 'to', 'inject', 'a', 'little', 'brightness', 'and', 'ornamentation', 'into', 'your', 'dining', 'area']",24,"[[26], [28]]",1,[],Outline (mirror),A,0
wikihow,52,21,Hide an uninspired frame with a tight macrame wrap,Outline a mirror or portrait,"['Hide', 'an', 'uninspired', 'frame', 'with', 'a', 'tight', 'macrame', 'wrap']","['Outline', 'a', 'mirror', 'or', 'portrait']",5,"[[7, 8], []]",1,[],"Hide (uninspired,frame)",A,0
wikihow,52,23,Be sure to remove the glass and backing from the frame before trying to tie the cord into place,Textile frames provide a pleasant contrast to the focal point of the frame and they go perfectly in homes decked out with rustic or vintage decor,"['Be', 'sure', 'to', 'remove', 'the', 'glass', 'and', 'backing', 'from', 'the', 'frame', 'before', 'trying', 'to', 'tie', 'the', 'cord', 'into', 'place']","['Textile', 'frames', 'provide', 'a', 'pleasant', 'contrast', 'to', 'the', 'focal', 'point', 'of', 'the', 'frame', 'and', 'they', 'go', 'perfectly', 'in', 'homes', 'decked', 'out', 'with', 'rustic', 'or', 'vintage', 'decor']",29,"[[31, 33], []]",1,[],"remove (glass,backing)",A,0
wikihow,52,23,Be sure to remove the glass and backing from the frame before trying to tie the cord into place,Textile frames provide a pleasant contrast to the focal point of the frame and they go perfectly in homes decked out with rustic or vintage decor,"['Be', 'sure', 'to', 'remove', 'the', 'glass', 'and', 'backing', 'from', 'the', 'frame', 'before', 'trying', 'to', 'tie', 'the', 'cord', 'into', 'place']","['Textile', 'frames', 'provide', 'a', 'pleasant', 'contrast', 'to', 'the', 'focal', 'point', 'of', 'the', 'frame', 'and', 'they', 'go', 'perfectly', 'in', 'homes', 'decked', 'out', 'with', 'rustic', 'or', 'vintage', 'decor']",40,"[[42], []]",1,[],tie (cord),A,0
wikihow,99,0,Find a stone,,"['Find', 'a', 'stone']",[],0,"[[2], []]",1,[],Find (stone),A,0
wikihow,99,4,Keep your eyes open for stones when you're outside at the beach in your garden etc or purchase engraving stones from your local arts and crafts store,Softer sedimentary rocks (such as sandstone limestone and soapstone) are easier to drill into,"['Keep', 'your', 'eyes', 'open', 'for', 'stones', 'when', ""you're"", 'outside', 'at', 'the', 'beach', 'in', 'your', 'garden', 'etc', 'or', 'purchase', 'engraving', 'stones', 'from', 'your', 'local', 'arts', 'and', 'crafts', 'store']","['Softer', 'sedimentary', 'rocks', '(such', 'as', 'sandstone', 'limestone', 'and', 'soapstone)', 'are', 'easier', 'to', 'drill', 'into']",14,"[[16, 17], []]",1,[],"Keep (eyes,open)",A,0
wikihow,99,4,Keep your eyes open for stones when you're outside at the beach in your garden etc or purchase engraving stones from your local arts and crafts store,Softer sedimentary rocks (such as sandstone limestone and soapstone) are easier to drill into,"['Keep', 'your', 'eyes', 'open', 'for', 'stones', 'when', ""you're"", 'outside', 'at', 'the', 'beach', 'in', 'your', 'garden', 'etc', 'or', 'purchase', 'engraving', 'stones', 'from', 'your', 'local', 'arts', 'and', 'crafts', 'store']","['Softer', 'sedimentary', 'rocks', '(such', 'as', 'sandstone', 'limestone', 'and', 'soapstone)', 'are', 'easier', 'to', 'drill', 'into']",31,"[[32, 33], []]",2,[],"purchase (engraving,stones)",A,0
wikihow,99,5,Purchase an electric engraver or rotary tool,Keep your eyes open for stones when you're outside at the beach in your garden etc or purchase engraving stones from your local arts and crafts store,"['Purchase', 'an', 'electric', 'engraver', 'or', 'rotary', 'tool']","['Keep', 'your', 'eyes', 'open', 'for', 'stones', 'when', ""you're"", 'outside', 'at', 'the', 'beach', 'in', 'your', 'garden', 'etc', 'or', 'purchase', 'engraving', 'stones', 'from', 'your', 'local', 'arts', 'and', 'crafts', 'store']",27,"[[29, 30], [32]]",1,[],"Purchase (electric,engraver)",A,0
wikihow,99,6,Alternatively you can use a point chisel and mallet or hammer to do your engraving but an electric engraver will make the process much easier,Purchase an electric engraver or rotary tool,"['Alternatively', 'you', 'can', 'use', 'a', 'point', 'chisel', 'and', 'mallet', 'or', 'hammer', 'to', 'do', 'your', 'engraving', 'but', 'an', 'electric', 'engraver', 'will', 'make', 'the', 'process', 'much', 'easier']","['Purchase', 'an', 'electric', 'engraver', 'or', 'rotary', 'tool']",10,"[[12, 13, 15], [17]]",1,[],"use (point,chisel,mallet)",A,0
wikihow,99,6,Alternatively you can use a point chisel and mallet or hammer to do your engraving but an electric engraver will make the process much easier,Purchase an electric engraver or rotary tool,"['Alternatively', 'you', 'can', 'use', 'a', 'point', 'chisel', 'and', 'mallet', 'or', 'hammer', 'to', 'do', 'your', 'engraving', 'but', 'an', 'electric', 'engraver', 'will', 'make', 'the', 'process', 'much', 'easier']","['Purchase', 'an', 'electric', 'engraver', 'or', 'rotary', 'tool']",19,"[[21], []]",1,[],do (engraving),A,0
wikihow,99,7,Look for an electric engraver or rotary tool that allows you to change out the tip,Alternatively you can use a point chisel and mallet or hammer to do your engraving but an electric engraver will make the process much easier,"['Look', 'for', 'an', 'electric', 'engraver', 'or', 'rotary', 'tool', 'that', 'allows', 'you', 'to', 'change', 'out', 'the', 'tip']","['Alternatively', 'you', 'can', 'use', 'a', 'point', 'chisel', 'and', 'mallet', 'or', 'hammer', 'to', 'do', 'your', 'engraving', 'but', 'an', 'electric', 'engraver', 'will', 'make', 'the', 'process', 'much', 'easier']",25,"[[28, 29], [31, 32]]",1,[],"Look (electric,engraver)",A,0
wikihow,99,7,Look for an electric engraver or rotary tool that allows you to change out the tip,Alternatively you can use a point chisel and mallet or hammer to do your engraving but an electric engraver will make the process much easier,"['Look', 'for', 'an', 'electric', 'engraver', 'or', 'rotary', 'tool', 'that', 'allows', 'you', 'to', 'change', 'out', 'the', 'tip']","['Alternatively', 'you', 'can', 'use', 'a', 'point', 'chisel', 'and', 'mallet', 'or', 'hammer', 'to', 'do', 'your', 'engraving', 'but', 'an', 'electric', 'engraver', 'will', 'make', 'the', 'process', 'much', 'easier']",37,"[[40], []]",1,[],change (tip),A,0
wikihow,99,12,Over time you can add to the complexity of your designs by using a cone tip to create detail lines and a cylindrical shaped tip for shading and dimension,For a basic design the standard carbide tip that comes with your tool will be enough,"['Over', 'time', 'you', 'can', 'add', 'to', 'the', 'complexity', 'of', 'your', 'designs', 'by', 'using', 'a', 'cone', 'tip', 'to', 'create', 'detail', 'lines', 'and', 'a', 'cylindrical', 'shaped', 'tip', 'for', 'shading', 'and', 'dimension']","['For', 'a', 'basic', 'design', 'the', 'standard', 'carbide', 'tip', 'that', 'comes', 'with', 'your', 'tool', 'will', 'be', 'enough']",20,"[[23], []]",1,[],add (complexity),A,0
wikihow,99,12,Over time you can add to the complexity of your designs by using a cone tip to create detail lines and a cylindrical shaped tip for shading and dimension,For a basic design the standard carbide tip that comes with your tool will be enough,"['Over', 'time', 'you', 'can', 'add', 'to', 'the', 'complexity', 'of', 'your', 'designs', 'by', 'using', 'a', 'cone', 'tip', 'to', 'create', 'detail', 'lines', 'and', 'a', 'cylindrical', 'shaped', 'tip', 'for', 'shading', 'and', 'dimension']","['For', 'a', 'basic', 'design', 'the', 'standard', 'carbide', 'tip', 'that', 'comes', 'with', 'your', 'tool', 'will', 'be', 'enough']",28,"[[30, 31], []]",1,[],"using (cone,tip)",A,0
wikihow,99,12,Over time you can add to the complexity of your designs by using a cone tip to create detail lines and a cylindrical shaped tip for shading and dimension,For a basic design the standard carbide tip that comes with your tool will be enough,"['Over', 'time', 'you', 'can', 'add', 'to', 'the', 'complexity', 'of', 'your', 'designs', 'by', 'using', 'a', 'cone', 'tip', 'to', 'create', 'detail', 'lines', 'and', 'a', 'cylindrical', 'shaped', 'tip', 'for', 'shading', 'and', 'dimension']","['For', 'a', 'basic', 'design', 'the', 'standard', 'carbide', 'tip', 'that', 'comes', 'with', 'your', 'tool', 'will', 'be', 'enough']",33,"[[34, 35, 40], []]",1,[],"create (detail,lines,tip)",A,0
wikihow,99,13,Electric engravers or rotary tools can be found at your local hardware store craft store or online,Over time you can add to the complexity of your designs by using a cone tip to create detail lines and a cylindrical shaped tip for shading and dimension,"['Electric', 'engravers', 'or', 'rotary', 'tools', 'can', 'be', 'found', 'at', 'your', 'local', 'hardware', 'store', 'craft', 'store', 'or', 'online']","['Over', 'time', 'you', 'can', 'add', 'to', 'the', 'complexity', 'of', 'your', 'designs', 'by', 'using', 'a', 'cone', 'tip', 'to', 'create', 'detail', 'lines', 'and', 'a', 'cylindrical', 'shaped', 'tip', 'for', 'shading', 'and', 'dimension']",36,"[[29, 30], [32, 33]]",1,[],"found (Electric,engravers)",A,0
wikihow,99,14,Get a wax-based pencil marker or stencil materials,Electric engravers or rotary tools can be found at your local hardware store craft store or online,"['Get', 'a', 'wax-based', 'pencil', 'marker', 'or', 'stencil', 'materials']","['Electric', 'engravers', 'or', 'rotary', 'tools', 'can', 'be', 'found', 'at', 'your', 'local', 'hardware', 'store', 'craft', 'store', 'or', 'online']",17,"[[19, 20, 21], [23, 24]]",1,[],"Get (wax-based,pencil,marker)",A,0
wikihow,99,15,Sketching your design onto your stone or creating a stencil before you start engraving will save you a lot of missteps along the way,Get a wax-based pencil marker or stencil materials,"['Sketching', 'your', 'design', 'onto', 'your', 'stone', 'or', 'creating', 'a', 'stencil', 'before', 'you', 'start', 'engraving', 'will', 'save', 'you', 'a', 'lot', 'of', 'missteps', 'along', 'the', 'way']","['Get', 'a', 'wax-based', 'pencil', 'marker', 'or', 'stencil', 'materials']",8,"[[10], []]",3,[15],Sketching (design),A,0
wikihow,99,15,Sketching your design onto your stone or creating a stencil before you start engraving will save you a lot of missteps along the way,Get a wax-based pencil marker or stencil materials,"['Sketching', 'your', 'design', 'onto', 'your', 'stone', 'or', 'creating', 'a', 'stencil', 'before', 'you', 'start', 'engraving', 'will', 'save', 'you', 'a', 'lot', 'of', 'missteps', 'along', 'the', 'way']","['Get', 'a', 'wax-based', 'pencil', 'marker', 'or', 'stencil', 'materials']",15,"[[17], []]",3,[8],creating (stencil),A,0
wikihow,99,15,Sketching your design onto your stone or creating a stencil before you start engraving will save you a lot of missteps along the way,Get a wax-based pencil marker or stencil materials,"['Sketching', 'your', 'design', 'onto', 'your', 'stone', 'or', 'creating', 'a', 'stencil', 'before', 'you', 'start', 'engraving', 'will', 'save', 'you', 'a', 'lot', 'of', 'missteps', 'along', 'the', 'way']","['Get', 'a', 'wax-based', 'pencil', 'marker', 'or', 'stencil', 'materials']",20,"[[21], []]",1,[],start (engraving),A,0
wikihow,99,16,Wax-based pencils china markers or permanent markers can be used to draw your design directly onto the stone,Sketching your design onto your stone or creating a stencil before you start engraving will save you a lot of missteps along the way,"['Wax-based', 'pencils', 'china', 'markers', 'or', 'permanent', 'markers', 'can', 'be', 'used', 'to', 'draw', 'your', 'design', 'directly', 'onto', 'the', 'stone']","['Sketching', 'your', 'design', 'onto', 'your', 'stone', 'or', 'creating', 'a', 'stencil', 'before', 'you', 'start', 'engraving', 'will', 'save', 'you', 'a', 'lot', 'of', 'missteps', 'along', 'the', 'way']",33,"[[24, 25, 26, 27], [29, 30]]",1,[],"used (Wax-based,pencils,china,markers)",A,0
wikihow,99,16,Wax-based pencils china markers or permanent markers can be used to draw your design directly onto the stone,Sketching your design onto your stone or creating a stencil before you start engraving will save you a lot of missteps along the way,"['Wax-based', 'pencils', 'china', 'markers', 'or', 'permanent', 'markers', 'can', 'be', 'used', 'to', 'draw', 'your', 'design', 'directly', 'onto', 'the', 'stone']","['Sketching', 'your', 'design', 'onto', 'your', 'stone', 'or', 'creating', 'a', 'stencil', 'before', 'you', 'start', 'engraving', 'will', 'save', 'you', 'a', 'lot', 'of', 'missteps', 'along', 'the', 'way']",35,"[[37], []]",1,[],draw (design),A,0
wikihow,99,17,You can make an easy stencil using cardboard or acetate and a craft knife,Wax-based pencils china markers or permanent markers can be used to draw your design directly onto the stone,"['You', 'can', 'make', 'an', 'easy', 'stencil', 'using', 'cardboard', 'or', 'acetate', 'and', 'a', 'craft', 'knife']","['Wax-based', 'pencils', 'china', 'markers', 'or', 'permanent', 'markers', 'can', 'be', 'used', 'to', 'draw', 'your', 'design', 'directly', 'onto', 'the', 'stone']",20,"[[23], []]",1,[],make (stencil),A,0
wikihow,99,17,You can make an easy stencil using cardboard or acetate and a craft knife,Wax-based pencils china markers or permanent markers can be used to draw your design directly onto the stone,"['You', 'can', 'make', 'an', 'easy', 'stencil', 'using', 'cardboard', 'or', 'acetate', 'and', 'a', 'craft', 'knife']","['Wax-based', 'pencils', 'china', 'markers', 'or', 'permanent', 'markers', 'can', 'be', 'used', 'to', 'draw', 'your', 'design', 'directly', 'onto', 'the', 'stone']",24,"[[25], [27, 30, 31]]",1,[],using (cardboard),A,0
wikihow,99,18,Beeswax and latex paint are optional design supplies that can be used to add color and shine to your stone,You can make an easy stencil using cardboard or acetate and a craft knife,"['Beeswax', 'and', 'latex', 'paint', 'are', 'optional', 'design', 'supplies', 'that', 'can', 'be', 'used', 'to', 'add', 'color', 'and', 'shine', 'to', 'your', 'stone']","['You', 'can', 'make', 'an', 'easy', 'stencil', 'using', 'cardboard', 'or', 'acetate', 'and', 'a', 'craft', 'knife']",25,"[[14, 16, 17], []]",2,[],"used (Beeswax,latex,paint)",A,0
wikihow,99,18,Beeswax and latex paint are optional design supplies that can be used to add color and shine to your stone,You can make an easy stencil using cardboard or acetate and a craft knife,"['Beeswax', 'and', 'latex', 'paint', 'are', 'optional', 'design', 'supplies', 'that', 'can', 'be', 'used', 'to', 'add', 'color', 'and', 'shine', 'to', 'your', 'stone']","['You', 'can', 'make', 'an', 'easy', 'stencil', 'using', 'cardboard', 'or', 'acetate', 'and', 'a', 'craft', 'knife']",27,"[[28, 30], []]",2,[],"add (color,shine)",A,0
wikihow,99,19,Purchase safety goggles,Beeswax and latex paint are optional design supplies that can be used to add color and shine to your stone,"['Purchase', 'safety', 'goggles']","['Beeswax', 'and', 'latex', 'paint', 'are', 'optional', 'design', 'supplies', 'that', 'can', 'be', 'used', 'to', 'add', 'color', 'and', 'shine', 'to', 'your', 'stone']",20,"[[21, 22], []]",1,[],"Purchase (safety,goggles)",A,0
wikihow,99,22,Get a bowl of water,Engraving throws small pieces of stone and dust into the air that can damage your eyes,"['Get', 'a', 'bowl', 'of', 'water']","['Engraving', 'throws', 'small', 'pieces', 'of', 'stone', 'and', 'dust', 'into', 'the', 'air', 'that', 'can', 'damage', 'your', 'eyes']",16,"[[20], []]",1,[],Get (water),A,0
wikihow,99,23,Prepare a bowl of water large enough to submerge the stone,Get a bowl of water,"['Prepare', 'a', 'bowl', 'of', 'water', 'large', 'enough', 'to', 'submerge', 'the', 'stone']","['Get', 'a', 'bowl', 'of', 'water']",5,"[[9], []]",1,[],Prepare (water),A,0
wikihow,99,23,Prepare a bowl of water large enough to submerge the stone,Get a bowl of water,"['Prepare', 'a', 'bowl', 'of', 'water', 'large', 'enough', 'to', 'submerge', 'the', 'stone']","['Get', 'a', 'bowl', 'of', 'water']",13,"[[15], []]",1,[],submerge (stone),A,0
wikihow,99,24,This will be used to cool and clean the stone during the engraving process,Prepare a bowl of water large enough to submerge the stone,"['This', 'will', 'be', 'used', 'to', 'cool', 'and', 'clean', 'the', 'stone', 'during', 'the', 'engraving', 'process']","['Prepare', 'a', 'bowl', 'of', 'water', 'large', 'enough', 'to', 'submerge', 'the', 'stone']",14,"[[4], []]",1,[],used (water),A,0
wikihow,99,24,This will be used to cool and clean the stone during the engraving process,Prepare a bowl of water large enough to submerge the stone,"['This', 'will', 'be', 'used', 'to', 'cool', 'and', 'clean', 'the', 'stone', 'during', 'the', 'engraving', 'process']","['Prepare', 'a', 'bowl', 'of', 'water', 'large', 'enough', 'to', 'submerge', 'the', 'stone']",16,"[[20], []]",1,[],cool (stone),A,0
wikihow,99,24,This will be used to cool and clean the stone during the engraving process,Prepare a bowl of water large enough to submerge the stone,"['This', 'will', 'be', 'used', 'to', 'cool', 'and', 'clean', 'the', 'stone', 'during', 'the', 'engraving', 'process']","['Prepare', 'a', 'bowl', 'of', 'water', 'large', 'enough', 'to', 'submerge', 'the', 'stone']",18,"[[20], []]",1,[],clean (stone),A,0
wikihow,114,0,Consult your user manual,,"['Consult', 'your', 'user', 'manual']",[],0,"[[2, 3], []]",1,[],"Consult (user,manual)",A,0
